order_id,uuid,frameworkUUID,function,functionID,category,categoryID,category_statement,subcategory,control_statement,default_question,reference,framework_id,subcategoryID
196,d36a96737ea34406adff3dabe36b3621,fba1ccacaa744df19b0fb3724c751b74,RS,"",Communications,RS.CO,"Response activities are coordinated with internal and external stakeholders (e.g. external support from law enforcement agencies).","","Personnel know their roles and order of operations when a response is needed","Describe in detail how your organization communicates to personnel their roles and order of operations when a response is needed.","",faa6919f201c4bd4bfec3bc337f1e381,RS.CO-1
197,18259637dbd2455bb7a9367a8a7d3a9b,fba1ccacaa744df19b0fb3724c751b74,RS,"",Communications,RS.CO,"Response activities are coordinated with internal and external stakeholders (e.g. external support from law enforcement agencies).","","Incidents are reported consistent with established criteria","Describe in detail how your organization ensures events are reported consistent with established criteria.","",faa6919f201c4bd4bfec3bc337f1e381,RS.CO-2
198,cdc73e9ae90246f580e3f559d17f1ec5,fba1ccacaa744df19b0fb3724c751b74,RS,"",Communications,RS.CO,"Response activities are coordinated with internal and external stakeholders (e.g. external support from law enforcement agencies).","","Information is shared consistent with response plans","Describe in detail how your organization shares security incident information consistent with response plans.","",faa6919f201c4bd4bfec3bc337f1e381,RS.CO-3
199,f7f069ce98f342dbaab3e8a1fdf946d0,fba1ccacaa744df19b0fb3724c751b74,RS,"",Communications,RS.CO,"Response activities are coordinated with internal and external stakeholders (e.g. external support from law enforcement agencies).","","Coordination with stakeholders occurs consistent with response plans","Describe in detail how your organization ensures coordination with stakeholders is performed consistent with response plans.","",faa6919f201c4bd4bfec3bc337f1e381,RS.CO-4
200,4cd3fbc496c3493ca6554e08d74b0bd8,fba1ccacaa744df19b0fb3724c751b74,RS,"",Communications,RS.CO,"Response activities are coordinated with internal and external stakeholders (e.g. external support from law enforcement agencies).","","Voluntary information sharing occurs with external stakeholders to achieve broader cybersecurity situational awareness ","Describe in detail how your organization ensures voluntary information sharing occurs with external stakeholders to achieve broader cybersecurity situational awareness.","",faa6919f201c4bd4bfec3bc337f1e381,RS.CO-5
201,770ba498bd6748cfb93394ad110bc2ed,fba1ccacaa744df19b0fb3724c751b74,RS,"",Analysis,RS.AN,"Analysis is conducted to ensure effective response and support recovery activities.","","Notifications from detection systems are investigated ","Describe in detail how your organization investigates alerts generated from detection systems.","",faa6919f201c4bd4bfec3bc337f1e381,RS.AN-1
202,48051059e41e47cc80e4ca754f2a48e4,fba1ccacaa744df19b0fb3724c751b74,RS,"",Analysis,RS.AN,"Analysis is conducted to ensure effective response and support recovery activities.","","The impact of the incident is understood","Describe in detail how your organization has processes in place to understand the impact of the security incident.","",faa6919f201c4bd4bfec3bc337f1e381,RS.AN-2
203,4ca57be5ea1d47a0afc4fb9ec93fcdf4,fba1ccacaa744df19b0fb3724c751b74,RS,"",Analysis,RS.AN,"Analysis is conducted to ensure effective response and support recovery activities.","","Forensics are performed","Describe in detail how your organization has processes in place to perform forensic activities during a security incident.","",faa6919f201c4bd4bfec3bc337f1e381,RS.AN-3
204,87a3d83e31a047149963d690cd103848,fba1ccacaa744df19b0fb3724c751b74,RS,"",Analysis,RS.AN,"Analysis is conducted to ensure effective response and support recovery activities.","","Incidents are categorized consistent with response plans","Describe in detail how your organization has processes in place to categorize an security incident.","",faa6919f201c4bd4bfec3bc337f1e381,RS.AN-4
205,62e493f52381490d8aca57594bd47460,fba1ccacaa744df19b0fb3724c751b74,RS,"",Analysis,RS.AN,"Analysis is conducted to ensure effective response and support recovery activities.","","Processes are established to receive, analyze and respond to vulnerabilities disclosed to the organization from internal and external sources (e.g. internal testing, security bulletins, or security researchers)","Describe in detail the processes your organization uses to receive, analyze and respond to vulnerabilities disclosed.","",faa6919f201c4bd4bfec3bc337f1e381,RS.AN-5
206,df43f45dfbff4a0e80f8feb852fce33f,fba1ccacaa744df19b0fb3724c751b74,RS,"",Mitigation,RS.MI,"Activities are performed to prevent expansion of an event, mitigate its effects, and resolve the incident.","","Incidents are contained","Describe in detail how your organization has processes in place to contain a security incident.","",faa6919f201c4bd4bfec3bc337f1e381,RS.MI-1
207,f3fcdea0c3304699b08971a9483b9a4e,fba1ccacaa744df19b0fb3724c751b74,RS,"",Mitigation,RS.MI,"Activities are performed to prevent expansion of an event, mitigate its effects, and resolve the incident.","","Incidents are mitigated","Describe in detail how your organization has processes in place to mitigate a security incident.","",faa6919f201c4bd4bfec3bc337f1e381,RS.MI-2
208,7249a94b8c0b4e85a1e49409f0362a27,fba1ccacaa744df19b0fb3724c751b74,RS,"",Mitigation,RS.MI,"Activities are performed to prevent expansion of an event, mitigate its effects, and resolve the incident.","","Newly identified vulnerabilities are mitigated or documented as accepted risks","Describe in detail how your organization has processes in place to mitigate or document newly identied vulnerabilities as accepted risks.","",faa6919f201c4bd4bfec3bc337f1e381,RS.MI-3
209,92d04683835a413cac03a3b47be22c91,fba1ccacaa744df19b0fb3724c751b74,RS,"",Improvements,RS.IM,"Organizational response activities are improved by incorporating lessons learned from current and previous detection/response activities.","","Response plans incorporate lessons learned","Describe in detail how your organization has processes in place to ensure lessons learned are incorporated into response plans.","",faa6919f201c4bd4bfec3bc337f1e381,RS.IM-1
210,6388905b20b242918a8c351e08121423,fba1ccacaa744df19b0fb3724c751b74,RS,"",Improvements,RS.IM,"Organizational response activities are improved by incorporating lessons learned from current and previous detection/response activities.","","Response strategies are updated","Describe in detail how your organization has processes in place to ensure response plans and strategies are updated on a routine basis.","",faa6919f201c4bd4bfec3bc337f1e381,RS.IM-2
211,03a22b685c2741569959b7bd06a843bb,fba1ccacaa744df19b0fb3724c751b74,RC,"","Recovery Planning",RC.RP,"Recovery processes and procedures are executed and maintained to ensure restoration of systems or assets affected by cybersecurity incidents.","","Recovery plan is executed during or after a cybersecurity incident ","Describe in detail how your organization utilizes recovery plans to direct activities when recovering or restoring from a security incident.","",faa6919f201c4bd4bfec3bc337f1e381,RC.RP-1
212,9fa90d2f9c294bfba7e03999811e3ea5,fba1ccacaa744df19b0fb3724c751b74,RC,"",Improvements,RC.IM,"Recovery planning and processes are improved by incorporating lessons learned into future activities.","","Recovery plans incorporate lessons learned","Describe in detail how your organization has processes in place to ensure lessons learned are incorporated into recovery plans.","",faa6919f201c4bd4bfec3bc337f1e381,RC.IM-1
213,2d91ed437761497495eb5d5625d63336,fba1ccacaa744df19b0fb3724c751b74,RC,"",Improvements,RC.IM,"Recovery planning and processes are improved by incorporating lessons learned into future activities.","","Recovery strategies are updated","Describe in detail how your organization has processes in place to ensure recovery plans and strategies are updated on a routine basis.","",faa6919f201c4bd4bfec3bc337f1e381,RC.IM-2
214,b29c4e447071425da24a87b1c723565f,fba1ccacaa744df19b0fb3724c751b74,RC,"",Communications,RC.CO,"Restoration activities are coordinated with internal and external parties (e.g.  coordinating centers, Internet Service Providers, owners of attacking systems, victims, other CSIRTs, and vendors).","","Public relations are managed","Describe in detail how your organization has processes in place to manage relations with the public and communicate to them when appropriate.","",faa6919f201c4bd4bfec3bc337f1e381,RC.CO-1
215,718ad05cfd2348eca3db055b876e1471,fba1ccacaa744df19b0fb3724c751b74,RC,"",Communications,RC.CO,"Restoration activities are coordinated with internal and external parties (e.g.  coordinating centers, Internet Service Providers, owners of attacking systems, victims, other CSIRTs, and vendors).","","Reputation is repaired after an incident ","Describe in detail how your organization has processes in place to manage reputation with the public and repair any damage when it comes to reputation.","",faa6919f201c4bd4bfec3bc337f1e381,RC.CO-2
216,4511a5ef701e4a7dbcaf5fcd2c739c6b,fba1ccacaa744df19b0fb3724c751b74,RC,"",Communications,RC.CO,"Restoration activities are coordinated with internal and external parties (e.g.  coordinating centers, Internet Service Providers, owners of attacking systems, victims, other CSIRTs, and vendors).","","Recovery activities are communicated to internal and external stakeholders as well as executive and management teams","Describe in detail how your organization has processes in place to communicate recovery activities to all internal stakeholders, executives and management.","",faa6919f201c4bd4bfec3bc337f1e381,RC.CO-3
